FeedId,category,subcategory,catsub,groupcategory,moviecategory,rank,title,author,link,linkType,linkValue,shortDescription,description,bodyLinks,image,publishedDate,duration,tags
"BB8D9D09-CDBD-4A69-B9B7-0056D266F79E","Antigravity","ARV","","ARV","","2327905","Ring Camera alien search underway","CBS Chicago","https://www.youtube.com/watch?v=3ZnxgZEJ-kA","youtube","3ZnxgZEJ-kA","Ring Camera alien search underway","Ring Camera alien search underway","","https://i.ytimg.com/vi/3ZnxgZEJ-kA/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCoYsmAusPKTbsjJZGoz46ASvXEfg","2025-01-15 20:14:20.780","0:23      ",""
"18AE277D-E551-4611-A85D-00590FC65D61","Drones","General","General","General","","212947","20 Most Unusual Flying Vehicles That Will Change The World","The Fancy Banana","https://www.youtube.com/watch?v=REPQeTD503s","youtube","REPQeTD503s","20 Most Unusual Flying Vehicles That Will Change The World","20 Most Unusual Flying Vehicles That Will Change The World","","https://i.ytimg.com/vi/REPQeTD503s/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLB0Ba7tAcCVzDK9OYQ6gu7wyvX4rA","2021-11-04 11:48:03.603","26:54     ",""
"2C357B5A-C709-45C6-B1D9-005F70A900DF","All Movies","Sci-Fi","All Movies_Sci-Fi","Sci-Fi","Sci-Fi","4108525","Mega Shark Vs Mecha Shark   Full Action Adventure Movie","Movie Central","https://www.youtube.com/watch?v=h0VtLC4jx_w","youtube","h0VtLC4jx_w","This film is under license from The Asylum. All rights reserved   Mega Shark Vs Mecha Shark - A new mega shark threatens to ...","This film is under license from The Asylum. All rights reserved   Mega Shark Vs Mecha Shark - A new mega shark threatens to ...","","https://i.ytimg.com/vi/h0VtLC4jx_w/hq2.jpg?sqp=-oaymwEjCOADEI4CSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBcTKzX_-OfZ552lqRt2EOuHFYrVQ","2021-02-28 00:11:23.740","1:25:32   ",""
"EAB4A186-12BE-418E-8F83-0070048BAD7D","Drones","Manned Drones","Drones_Manned Drones","Manned Drones","ZOther","49204197","Homemade Hoverbike","colinfurze","https://www.youtube.com/watch?v=soxxPyaAT1k","youtube","soxxPyaAT1k","What a creation  it s a unhinged flying bike human blender but unbelievably it gets off the ground and actually FLIES. To get ...","What a creation  it s a unhinged flying bike human blender but unbelievably it gets off the ground and actually FLIES. To get ...","","https://i.ytimg.com/vi/soxxPyaAT1k/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBjFpkmlgSVnN3QluUMNWEXL975jg","2024-03-03 12:36:45.213","3:51      ",""
"5E7D0956-A181-4906-8E10-008619AB01EC","Antigravity","Coral Castle","","Coral Castle","","83867","This Renowned 100-Year-Old  Coral Castle  is Still a MYSTERY to Many   NBC 6 South Florida","NBC 6 South Florida","https://www.youtube.com/watch?v=S0yKYfiFM8c","youtube","S0yKYfiFM8c","This Renowned 100-Year-Old 'Coral Castle' is Still a MYSTERY to Many | NBC 6 South Florida","This Renowned 100-Year-Old 'Coral Castle' is Still a MYSTERY to Many | NBC 6 South Florida","","https://i.ytimg.com/vi/S0yKYfiFM8c/hqdefault.jpg?sqp=-oaymwEjCOADEI4CSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBAaB54cqkneP_aEeWn0rYC4v84Bg","2024-04-07 14:19:18.530","3:43      ",""
"A32C9A95-DBFE-44E1-BB60-008F8EDE8D7D","Antigravity","General","Antigravity_General","General","","290085","Secrets of Coral Castle  with Leonard Nimoy - Telekinesis and Anti-gravity","Proper Gander","https://www.youtube.com/watch?v=6iUsKOn8raY","youtube","6iUsKOn8raY","Secrets of Coral Castle, with Leonard Nimoy - Telekinesis and Anti-gravity","Secrets of Coral Castle, with Leonard Nimoy - Telekinesis and Anti-gravity","","https://i.ytimg.com/vi/6iUsKOn8raY/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBdNzsBSRyw5ntL2GBy1eG_wiNLOg","2024-04-07 14:19:18.530","22:24     ",""
"EC5D141C-F59A-4C0E-9A42-009B0F3C1D76","Antigravity","Floyd Sweet's VTA","","Zero Point Energy","","6787","Rodin coil   Sweet s VTA","Rawbush","https://www.youtube.com/watch?v=SAdG7RsOxA8","youtube","SAdG7RsOxA8","The video explores the interaction between a Rodin coil and a tone generator. The creator discovers that a specific frequency  around 3000 Hz  produces a significant voltage increase when applied to the coil. This leads to the ability to power a 120-volt neon bulb and even a 5-watt LED lamp  suggesting a potential for energy amplification.","The video explores the interaction between a Rodin coil and a tone generator. The creator discovers that a specific frequency  around 3000 Hz  produces a significant voltage increase when applied to the coil. This leads to the ability to power a 120-volt neon bulb and even a 5-watt LED lamp  suggesting a potential for energy amplification.","","https://i.ytimg.com/vi/SAdG7RsOxA8/hqdefault.jpg?sqp=-oaymwEjCOADEI4CSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDtdciaZvRqEszrR9qdXiKvLFv5ig","2024-11-04 12:52:40.607","7:00      ",""
"96B485B9-A3C6-452B-A1A2-00A736D879B3","All Movies","Mystery","All Movies_Mystery","Mystery","Mystery","17365","THE MYSTERY OF DELIVERANCE THE ORIGIN AND OPERATION OF DEMONS APOSTLE JOSHUA SELMAN NIMMAK","SBiC Connect","https://www.youtube.com/watch?v=bO-OXzr8kLU","youtube","bO-OXzr8kLU","THE MYSTERY OF DELIVERANCE[THE ORIGIN AND OPERATION OF DEMONS]APOSTLE JOSHUA SELMAN NIMMAK","THE MYSTERY OF DELIVERANCE[THE ORIGIN AND OPERATION OF DEMONS]APOSTLE JOSHUA SELMAN NIMMAK","","https://i.ytimg.com/vi/bO-OXzr8kLU/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLAC_DlN0W4Dqa5ihz3WAz0zMfVVdw","2021-02-21 15:37:20.167","2:33:28   ",""
"730824C3-2682-4646-AF98-00BBAEBCA068","All Movies","Horror","All Movies_Horror","Horror","Horror","100","Creepy Horror Movie 2020 English Full Length Hollywood Scary Movies","New Horror Movies 2020","https://www.youtube.com/watch?v=ThGil4Kkvuo","youtube","ThGil4Kkvuo","Creepy Horror Movie 2020 English Full Length Hollywood Scary Movies Creepy Horror Movie 2020 English Full LengthÂ ...","Creepy Horror Movie 2020 English Full Length Hollywood Scary Movies Creepy Horror Movie 2020 English Full LengthÂ ...","","https://i.ytimg.com/vi/ThGil4Kkvuo/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLAvLibuTyPyTpBylYVDmQbvLGidgQ","2020-11-02 05:03:00.643","1:22:26   ",""
"B51396C5-4017-4C7D-A593-00C41325E8AA","Antigravity","Thomas Townsend Brown","","Thomas Townsend Brown","","889","Thomas Townsend brown explained  space  science  shorts","insight ","https://www.youtube.com/watch?v=iKkqULJrbVY","youtube","iKkqULJrbVY","Thomas Townsend brown explained #space #science #shorts","Thomas Townsend brown explained #space #science #shorts","","https://i.ytimg.com/vi/iKkqULJrbVY/hq720.jpg?sqp=-oaymwE9COgCEMoBSFryq4qpAy8IARUAAAAAGAAlAADIQj0AgKJDeAHwAQH4AbYIgAKAD4oCDAgAEAEYZSBbKEwwDw==&rs=AOn4CLA_0Zp8KefmdfJIyb00FqL5esMhCg","2025-01-16 02:34:39.487","0:49      ",""
"4BBA1C35-8CBF-4EB0-939D-00CD3C062CA3","Aliens UFOs","Sightings","Aliens UFOs_Sightings","Sightings","aliens","173985","the flight that disappeared 1961","E.J.O Doornbos","https://www.youtube.com/watch?v=9I_FQ0kjBRY","youtube","9I_FQ0kjBRY","the flight that disappeared 1961","the flight that disappeared 1961","","https://i.ytimg.com/vi/9I_FQ0kjBRY/hqdefault.jpg?sqp=-oaymwEjCOADEI4CSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLAeCZj3kyn5kgWSk5lFjyl7ZCWt8A","2022-08-25 11:47:57.673","1:12:35   ",""
"E4870889-4A76-4894-A8C7-00D94A8FDB68","Drones","Manned Drones","Drones_Manned Drones","Manned Drones","","1028957","Japan Officially Reveals Flying Car","TheRichest","https://www.youtube.com/watch?v=hvdbYkh1zEc","youtube","hvdbYkh1zEc","Japan Officially Reveals Flying Car","Japan Officially Reveals Flying Car","","https://i.ytimg.com/vi/hvdbYkh1zEc/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLC7YazyofN7DA_r30Uhu0Dz1Drzvw","2021-04-18 12:46:36.347","8:59      ",""
"C89502F7-DF0D-429D-940C-00D97AD46230","All Movies","Suspense","","Suspense","","438283","All Is Calm   Exciting and Tense Thriller Movie   Brittany Goodwin   Layla Cushman","Deep C Digital","https://www.youtube.com/watch?v=8EEIPpFGmes","youtube","8EEIPpFGmes","All Is Calm | Exciting and Tense Thriller Movie | Brittany Goodwin | Layla Cushman","All Is Calm | Exciting and Tense Thriller Movie | Brittany Goodwin | Layla Cushman","","https://i.ytimg.com/vi/8EEIPpFGmes/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCanyzI2ZsyfPppkZOUpgmZzXZ04g","2024-11-04 12:29:50.287","1:27:38   ",""
"62AD7363-BB3B-4D10-AAEC-00F175807F3D","Artificial Intelligence","AI","","Machine Learning","","56843","How to Learn from Little Data - Intro to Deep Learning  17","Siraj Raval","https://www.youtube.com/watch?v=tChcZpBbTTA","youtube","tChcZpBbTTA","How to Learn from Little Data - Intro to Deep Learning #17","How to Learn from Little Data - Intro to Deep Learning #17","","https://i.ytimg.com/vi/tChcZpBbTTA/hqdefault.jpg?sqp=-oaymwEjCOADEI4CSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLC6ZH98Eufmh3VQ8vVrZCrppcZj0Q","2024-09-27 11:01:28.723","8:53      ",""
"DEB8FC26-C68D-424D-B7E3-00F62F214999","Antigravity","General","Antigravity_General","General","","9914","Anti-Gravity Thomas Townsend Brown","EverThinkTV","https://www.youtube.com/watch?v=7hhNjI-QQpY","youtube","7hhNjI-QQpY","Anti-Gravity Thomas Townsend Brown","Anti-Gravity Thomas Townsend Brown","","https://i.ytimg.com/vi/7hhNjI-QQpY/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDjVNlCt2AcuKt5gFN8K5yOXKr3Pw","2024-03-04 02:09:11.773","4:01      ",""
"034889CC-35BA-4B19-AA27-010E35AD40C7","Antigravity","Nikola Tesla","","Nikola Tesla","","2456904","Nicola Tesla s 3-6-9 Code   Healing Power of 396Hz   The Secret of Universe","Meditative Mind","https://www.youtube.com/watch?v=-uMGMmqMleM","youtube","-uMGMmqMleM","Nicola Tesla's 3-6-9 Code | Healing Power of 396Hz | The Secret of Universe","Nicola Tesla's 3-6-9 Code | Healing Power of 396Hz | The Secret of Universe","","https://i.ytimg.com/vi/-uMGMmqMleM/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDsRefVV2cXV8lJWaDgDPb-oTF_dw","2024-11-04 12:59:31.567","9:09:09   ",""
"F261E6D4-7098-4B39-8779-011E15743DB1","Antigravity","General","General","General","","100","Einstein's time dilation is wrong","","https://www.youtube.com/watch?v=0iDrVH8Fytw","embed_youtube","0iDrVH8Fytw","Einstein's time dilation is wrong","Einstein's time dilation is wrong","","https://img.youtube.com/vi/0iDrVH8Fytw/hqdefault.jpg","2022-03-28 21:03:12.327","8:24      ",""
"FD44DA31-24A9-4539-B93C-0134C15DE65F","All Movies","Sci-Fi","","Sci-Fi","","81626","The Lost Missile 1958 Sci-fi movie","Broken Trout","https://www.youtube.com/watch?v=JKEPo5VKHPM","youtube","JKEPo5VKHPM","The Lost Missile 1958 Sci-fi movie","The Lost Missile 1958 Sci-fi movie","","https://i.ytimg.com/vi/JKEPo5VKHPM/hqdefault.jpg?sqp=-oaymwEjCOADEI4CSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDq-ntjOMxemf5BlHhOmXkHqvuUQQ","2024-11-04 10:14:16.253","1:10:45   ",""
"98ED6943-C02C-4BF8-81E5-01494A4D76F2","Drones","Racing Drones","Drones_Racing Drones","Racing","","941597","Racing drones at 100 MPH in the Las Vegas Drone Rodeo","The Verge","https://www.youtube.com/watch?v=JTybKQeVheQ","youtube","JTybKQeVheQ","We took a break from CES 2017 and headed to the desert just outside the restricted airspace for Las Vegas to try out the   Ferrari ...","We took a break from CES 2017 and headed to the desert just outside the restricted airspace for Las Vegas to try out the   Ferrari ...","","https://i.ytimg.com/vi/JTybKQeVheQ/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLC7_l_uiY4uYQc4x9G0fBINcM_gRA","2024-03-03 12:37:47.487","3:39      ",""
"A0C50877-82C6-4FE8-A88C-015FFA031103","Antigravity","General","Antigravity_General","General","","949795","Anti-Gravity  The Secret Space Race   Weird Science   Earth Science","BBC Earth Science","https://www.youtube.com/watch?v=7mzMRVXts4U","youtube","7mzMRVXts4U","Anti-Gravity: The Secret Space Race | Weird Science | Earth Science","Anti-Gravity: The Secret Space Race | Weird Science | Earth Science","","https://i.ytimg.com/vi/7mzMRVXts4U/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBG0HwkqJ0K0M4zZN8iezF4pdHH_Q","2024-02-19 18:58:49.637","9:32      ",""
"E988B7E5-7C86-4551-A769-016794A16FDF","Antigravity","Faster Than Light","","Faster Than Light","","1920628","Brian Cox  Something Terrifying Existed Before The Big Bang","The space Wind","https://www.youtube.com/watch?v=DXUISKkSmJQ","youtube","DXUISKkSmJQ","Brian Cox: Something Terrifying Existed Before The Big Bang","Brian Cox: Something Terrifying Existed Before The Big Bang","","https://i.ytimg.com/vi/DXUISKkSmJQ/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBKzB0qTrReggc5A1GEeHycAKeQwg","2024-11-04 12:51:34.230","27:10     ",""
"C72B5597-BA6E-4719-B864-017F077DBD14","Aliens UFOs","Sightings","Aliens UFOs_Sightings","Sightings","A","29597","Frank Edwards presents Flying Saucers  Serious Business  1966","Eyes On Cinema @RealEOC presents: Eyes On UFOs","https://www.youtube.com/watch?v=FmMmhO6a-08","youtube","FmMmhO6a-08","Frank Edwards presents Flying Saucersâ€”Serious Business, 1966","Frank Edwards presents Flying Saucersâ€”Serious Business, 1966","","https://i.ytimg.com/vi/FmMmhO6a-08/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLALV-FrbMO4iXYY-sr5Nc2ZoVgW9A","2022-10-30 23:25:04.107","48:21     ",""
"007697A4-41D4-46EA-AABD-01B32A3BA1C8","Aliens UFOs","Abductions","Aliens UFOs_Abductions","Abductions","","3157","This Person Who Got Abducted REVEALS  Disturbing Truth About ALIENS","Mysterious Discovery","https://www.youtube.com/watch?v=ZeDdLaS3wMA","youtube","ZeDdLaS3wMA","This Person Who Got Abducted REVEALS (Disturbing Truth About ALIENS!!)","This Person Who Got Abducted REVEALS (Disturbing Truth About ALIENS!!)","","https://i.ytimg.com/vi/ZeDdLaS3wMA/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLD-7tiV94iev7fKrtlo-Xl0rnz7gw","2024-03-27 17:00:17.787","14:59     ",""
"9B80DDBF-6EBD-404E-9A5C-01CB571668BC","All Movies","Christmas","All Movies_Christmas","Christmas","Christmas","568763","Father Knows Best  Home For Christmas  1977","Graeme Stewart-Robertson","https://www.youtube.com/watch?v=uw138p8hl1U","youtube","uw138p8hl1U","One of my all-time favourites  The second extension episode based on the   Father Knows Best   series of the  50s and  60s. In this ...","One of my all-time favourites  The second extension episode based on the   Father Knows Best   series of the  50s and  60s. In this ...","","https://i.ytimg.com/vi/uw138p8hl1U/hqdefault.jpg?sqp=-oaymwEjCOADEI4CSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCF6nu4XQbo5hRy0LIrsZrquBtZUA","2021-02-25 14:35:18.823","1:26:09   ",""
"A2C8104C-137F-4B7A-97F7-01E37A62358B","All Movies","Horror","All Movies_Horror","Horror","Horror","1237509","Hitler s Monsters  A Supernatural History of the Third Reich","IntlSpyMuseum","https://www.youtube.com/watch?v=96r_nvkC30Y","youtube","96r_nvkC30Y","On this All Hallows  Eve  a special Halloween look at last week s program -   Hitler s Monsters  . The Nazi fascination with the occult ...","On this All Hallows  Eve  a special Halloween look at last week s program -   Hitler s Monsters  . The Nazi fascination with the occult ...","","https://i.ytimg.com/vi/96r_nvkC30Y/hqdefault.jpg?sqp=-oaymwEjCOADEI4CSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBhRrqR6c2F9ppILZQpDuhz8DfUGw","2021-02-21 15:24:23.133","1:09:03   ",""
"AB48D8C2-D9CC-4183-8BE6-01ED3E98D68B","Drones","General","General","General","","4887","Spy Collection Highlights - Meet the Insectothopter  CIA s first dragon-fly drone","IntlSpyMuseum","https://www.youtube.com/watch?v=2fiU9SRJVLo","youtube","2fiU9SRJVLo","Spy Collection Highlights - Meet the Insectothopter (CIA's first dragon-fly drone)","Spy Collection Highlights - Meet the Insectothopter (CIA's first dragon-fly drone)","","https://i.ytimg.com/vi/2fiU9SRJVLo/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCH9pVtgmLE7lefOow11TuktUHxQw","2021-11-08 12:29:28.547","2:36      ",""
"2AB4DE67-1899-4E8A-ABD5-02293E90DEC0","Antigravity","General","General","General","","16416","Installing an Antigravity Battery In The EM1 Civic SI","Obsessed Garage","https://www.youtube.com/watch?v=_6t0USvAxgg","youtube","_6t0USvAxgg","Installing an Antigravity Battery In The EM1 Civic SI","Installing an Antigravity Battery In The EM1 Civic SI","","https://i.ytimg.com/vi/_6t0USvAxgg/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBMZN2BeZy_owqolqqrs02FhlMihg","2021-11-27 17:38:25.497","13:03     ",""
"3B4D511C-E847-40A9-9B3B-024DBDE2C4FB","Antigravity","Prof Simon","","Prof Simon","","21356","Is The Big Bang Theory Wrong","  Prof Simon - Science Filmmaker","https://www.youtube.com/watch?v=MAMDmJYs2kc","youtube","MAMDmJYs2kc","Is The Big Bang Theory Wrong ?","Is The Big Bang Theory Wrong ?","","https://i.ytimg.com/vi/MAMDmJYs2kc/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLAmsu3OaOebnPfo6Uyo9ErMN9M_2g","2025-03-22 22:51:50.813","1:03:55   ",""
